시도,군구,관광지,내/외국인,총계(2019.01 ~ 2020.12),인원계,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,인원계,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월,2020년 07월,2020년 08월,2020년 09월,2020년 10월,2020년 11월,2020년 12월
충청남도,금산군,금산인삼관,합계,"43,350","38,699","1,061",730,"1,315","1,879","1,799","1,975","2,184","2,383","9,804","13,088","1,373","1,108","4,651",939,547,0,88,534,675,160,68,0,367,749,524
충청남도,금산군,에딘버러(구대둔)컨트리클럽,내국인,"134,024","66,475",510,"2,290","4,884","6,019","7,068","6,802","6,386","7,421","6,265","8,512","7,987","2,331","67,549","1,167","2,776","5,014","6,379","8,171","8,584","4,183","4,539","5,455","9,499","8,443","3,339"
충청남도,금산군,에딘버러(구대둔)컨트리클럽,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,금산군,에딘버러(구대둔)컨트리클럽,합계,"134,024","66,475",510,"2,290","4,884","6,019","7,068","6,802","6,386","7,421","6,265","8,512","7,987","2,331","67,549","1,167","2,776","5,014","6,379","8,171","8,584","4,183","4,539","5,455","9,499","8,443","3,339"
충청남도,금산군,칠백의총,내국인,"110,040","61,969","2,546","4,343","4,346","5,057","6,549","5,260","2,646","3,617","4,746","9,672","9,218","3,969","48,071","4,477","2,660","5,315","5,089","4,722","3,831","4,093","3,735","4,949","5,550","2,337","1,313"
충청남도,금산군,칠백의총,외국인,510,394,4,29,6,25,30,5,130,33,16,79,34,3,116,20,7,4,37,7,0,0,2,7,28,4,0
충청남도,금산군,칠백의총,합계,"110,550","62,363","2,550","4,372","4,352","5,082","6,579","5,265","2,776","3,650","4,762","9,751","9,252","3,972","48,187","4,497","2,667","5,319","5,126","4,729","3,831","4,093","3,737","4,956","5,578","2,341","1,313"
충청남도,부여군,국립부여박물관,내국인,"790,861","649,236","32,137","46,439","45,427","45,443","59,371","72,202","74,273","75,051","49,557","72,428","38,149","38,759","141,625","42,393","20,105",0,0,"5,934","7,334","10,210","19,090",756,"16,262","14,984","4,557"
충청남도,부여군,국립부여박물관,외국인,"5,993","5,514",95,110,277,453,703,325,507,734,416,"1,157",542,195,479,214,54,0,0,29,27,41,41,2,26,38,7
충청남도,부여군,국립부여박물관,합계,"796,854","654,750","32,232","46,549","45,704","45,896","60,074","72,527","74,780","75,785","49,973","73,585","38,691","38,954","142,104","42,607","20,159",0,0,"5,963","7,361","10,251","19,131",758,"16,288","15,022","4,564"
충청남도,부여군,굿뜨래웰빙마을 글램핑,내국인,"8,847","5,920",206,288,266,305,555,572,754,934,208,688,543,601,"2,927",377,345,0,0,0,276,367,684,0,281,426,171
충청남도,부여군,굿뜨래웰빙마을 글램핑,합계,"8,847","5,920",206,288,266,305,555,572,754,934,208,688,543,601,"2,927",377,345,0,0,0,276,367,684,0,281,426,171
충청남도,부여군,능산리고분군(왕릉),내국인,"62,563","38,582","1,510","1,884","3,176","3,987","4,669","3,379","2,550","2,221","2,553","6,497","4,234","1,922","23,981","1,933","1,101","1,085","1,176","2,447","1,644","2,123","2,269","2,035","3,626","3,274","1,268"
충청남도,부여군,능산리고분군(왕릉),외국인,838,809,11,7,18,147,68,61,68,100,86,126,64,53,29,4,4,3,0,5,3,3,4,0,0,3,0
충청남도,부여군,능산리고분군(왕릉),합계,"63,401","39,391","1,521","1,891","3,194","4,134","4,737","3,440","2,618","2,321","2,639","6,623","4,298","1,975","24,010","1,937","1,105","1,088","1,176","2,452","1,647","2,126","2,273","2,035","3,626","3,277","1,268"
충청남도,부여군,롯데리조트(아쿠아가든),내국인,"158,805","121,149","12,897","14,477","5,030","6,772","9,620","9,777","18,475","17,728","7,990","4,007","3,310","11,066","37,656","6,647","1,243",849,680,"4,273","3,699","8,046","10,417","1,519",0,0,283
충청남도,부여군,롯데리조트(아쿠아가든),외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,롯데리조트(아쿠아가든),합계,"158,805","121,149","12,897","14,477","5,030","6,772","9,620","9,777","18,475","17,728","7,990","4,007","3,310","11,066","37,656","6,647","1,243",849,680,"4,273","3,699","8,046","10,417","1,519",0,0,283
충청남도,부여군,롯데스카이힐부여C.C,내국인,"185,057","88,174","2,628","4,107","7,646","8,844","9,726","9,684","8,744","8,787","7,277","9,008","7,543","4,180","96,883","3,299","4,610","7,672","9,146","9,991","10,043","9,300","9,547","9,193","9,981","8,333","5,768"
충청남도,부여군,롯데스카이힐부여C.C,외국인,5,5,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,롯데스카이힐부여C.C,합계,"185,062","88,179","2,628","4,107","7,646","8,845","9,726","9,685","8,745","8,787","7,278","9,009","7,543","4,180","96,883","3,299","4,610","7,672","9,146","9,991","10,043","9,300","9,547","9,193","9,981","8,333","5,768"
충청남도,부여군,만수산자연휴양림,내국인,"21,434","19,352",596,767,760,"1,434","1,167","1,391","2,760","4,894","1,282","1,975","1,268","1,058","2,082",987,657,0,44,38,111,89,26,20,7,60,43
충청남도,부여군,만수산자연휴양림,외국인,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,만수산자연휴양림,합계,"21,435","19,353",596,767,760,"1,434","1,167","1,391","2,761","4,894","1,282","1,975","1,268","1,058","2,082",987,657,0,44,38,111,89,26,20,7,60,43
충청남도,부여군,무량사,내국인,"127,227","87,237","5,814","4,393","7,619","4,292","25,683","5,106","6,680","5,025","5,229","9,184","5,469","2,743","39,990","2,153","1,840","1,817","4,637","6,041","2,926","2,954","3,113","2,530","5,711","4,415","1,853"
충청남도,부여군,무량사,외국인,290,290,65,0,30,0,0,10,25,0,60,70,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,무량사,합계,"127,517","87,527","5,879","4,393","7,649","4,292","25,683","5,116","6,705","5,025","5,289","9,254","5,494","2,748","39,990","2,153","1,840","1,817","4,637","6,041","2,926","2,954","3,113","2,530","5,711","4,415","1,853"
충청남도,부여군,백마강레저파크,내국인,"16,871","4,016",,,,,,,720,"1,132",420,904,616,224,"12,855",466,371,470,756,"1,628","1,144",856,"1,504","1,180","2,576","1,288",616
충청남도,부여군,백마강레저파크,합계,"16,871","4,016",,,,,,,720,"1,132",420,904,616,224,"12,855",466,371,470,756,"1,628","1,144",856,"1,504","1,180","2,576","1,288",616
충청남도,부여군,백제문화단지,내국인,"548,350","377,652","15,302","20,831","26,225","43,980","52,156","33,456","31,719","20,203","41,516","48,698","24,295","19,271","170,698","20,259","8,997","5,386","6,870","18,831","10,329","13,452","18,739","16,604","26,283","19,408","5,540"
충청남도,부여군,백제문화단지,외국인,790,744,12,0,2,28,33,36,13,129,163,216,106,6,46,4,42,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,백제문화단지,합계,"549,140","378,396","15,314","20,831","26,227","44,008","52,189","33,492","31,732","20,332","41,679","48,914","24,401","19,277","170,744","20,263","9,039","5,386","6,870","18,831","10,329","13,452","18,739","16,604","26,283","19,408","5,540"
충청남도,부여군,백제보 금강문화관,내국인,"169,243","151,469","11,917","12,477","12,728","10,183","11,847","11,827","11,709","11,669","12,000","14,803","14,795","15,514","17,774","13,823","3,951",0,0,0,0,0,0,0,0,0,0
충청남도,부여군,백제보 금강문화관,합계,"169,243","151,469","11,917","12,477","12,728","10,183","11,847","11,827","11,709","11,669","12,000","14,803","14,795","15,514","17,774","13,823","3,951",0,0,0,0,0,0,0,0,0,0
충청남도,부여군,백제컨트리클럽,내국인,"260,779","124,297","3,700","4,700","10,400","11,941","13,977","14,900","10,400","10,535","11,044","14,100","13,100","5,500","136,482","5,417","5,859","9,374","11,941","15,053","14,721","12,017","10,299","13,810","15,397","14,383","8,211"
충청남도,부여군,백제컨트리클럽,합계,"260,779","124,297","3,700","4,700","10,400","11,941","13,977","14,900","10,400","10,535","11,044","14,100","13,100","5,500","136,482","5,417","5,859","9,374","11,941","15,053","14,721","12,017","10,299","13,810","15,397","14,383","8,211"
충청남도,부여군,부소산성,내국인,"719,922","452,439","18,438","21,255","31,103","46,334","58,603","41,504","42,629","30,521","28,215","65,741","47,398","20,698","267,483","16,546","13,522","19,291","21,184","32,059","22,114","27,514","17,619","18,711","35,654","32,090","11,179"
충청남도,부여군,부소산성,외국인,"5,635","5,244",72,68,287,527,484,324,296,301,321,676,"1,749",139,391,64,41,2,5,47,40,30,9,14,76,61,2
충청남도,부여군,부소산성,합계,"725,557","457,683","18,510","21,323","31,390","46,861","59,087","41,828","42,925","30,822","28,536","66,417","49,147","20,837","267,874","16,610","13,563","19,293","21,189","32,106","22,154","27,544","17,628","18,725","35,730","32,151","11,181"
충청남도,부여군,부여 국악의전당,내국인,"2,521","2,471",,,,,,,582,755,427,537,170,0,50,0,0,0,0,0,0,0,50,0,0,0,0
충청남도,부여군,부여 국악의전당,합계,"2,521","2,471",,,,,,,582,755,427,537,170,0,50,0,0,0,0,0,0,0,50,0,0,0,0
충청남도,부여군,부여 생활사박물관,내국인,"18,917","12,782",830,726,"1,142",800,"1,115","1,395","1,586","1,229",675,"1,779",826,679,"6,135",726,747,208,0,764,587,435,786,392,675,603,212
충청남도,부여군,부여 생활사박물관,합계,"18,917","12,782",830,726,"1,142",800,"1,115","1,395","1,586","1,229",675,"1,779",826,679,"6,135",726,747,208,0,764,587,435,786,392,675,603,212
충청남도,부여군,부여 청소년수련원,내국인,"33,581","28,051",351,"1,210",476,"3,018","3,248","2,817","1,392","3,439","3,439","4,444","2,642","1,575","5,530",928,"1,195",30,30,30,228,459,877,29,470,998,256
충청남도,부여군,부여 청소년수련원,합계,"33,581","28,051",351,"1,210",476,"3,018","3,248","2,817","1,392","3,439","3,439","4,444","2,642","1,575","5,530",928,"1,195",30,30,30,228,459,877,29,470,998,256
충청남도,부여군,부여기와마을,내국인,"9,887","6,651",,,,,,,"1,185","1,238","1,290","1,610",786,542,"3,236",253,138,63,72,197,165,315,381,356,666,622,8
충청남도,부여군,부여기와마을,외국인,415,0,,,,,,,0,0,0,0,0,0,415,55,0,0,0,47,50,22,23,0,70,148,0
충청남도,부여군,부여기와마을,합계,"10,302","6,651",,,,,,,"1,185","1,238","1,290","1,610",786,542,"3,651",308,138,63,72,244,215,337,404,356,736,770,8
충청남도,부여군,부여유람선선착장,내국인,"222,972","150,064","2,828","3,703","9,103","15,866","17,591","14,280","13,974","12,888","11,213","26,153","18,401","4,064","72,908","3,628","1,600",520,"2,673","9,279","7,319","9,085","6,845","5,168","15,584","9,672","1,535"
충청남도,부여군,부여유람선선착장,합계,"222,972","150,064","2,828","3,703","9,103","15,866","17,591","14,280","13,974","12,888","11,213","26,153","18,401","4,064","72,908","3,628","1,600",520,"2,673","9,279","7,319","9,085","6,845","5,168","15,584","9,672","1,535"
충청남도,부여군,사비도성 가상체험관,내국인,"20,037","14,217",778,815,898,919,"1,990","1,744","1,265","1,307",910,"1,727","1,053",811,"5,820",902,405,0,0,369,488,706,906,0,824,849,371
충청남도,부여군,사비도성 가상체험관,외국인,38,21,0,0,0,0,0,0,1,4,6,6,4,0,17,7,0,0,0,0,0,0,5,0,3,0,2
충청남도,부여군,사비도성 가상체험관,합계,"20,075","14,238",778,815,898,919,"1,990","1,744","1,266","1,311",916,"1,733","1,057",811,"5,837",909,405,0,0,369,488,706,911,0,827,849,373
충청남도,부여군,서동요테마파크,내국인,"39,172","24,825","1,220","1,641","1,909","2,396","2,255","2,269","2,121","1,875","2,198","3,560","2,207","1,174","14,347","1,277",625,0,0,857,969,"1,428","1,649","1,552","3,220","1,615","1,155"
충청남도,부여군,서동요테마파크,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,서동요테마파크,합계,"39,172","24,825","1,220","1,641","1,909","2,396","2,255","2,269","2,121","1,875","2,198","3,560","2,207","1,174","14,347","1,277",625,0,0,857,969,"1,428","1,649","1,552","3,220","1,615","1,155"
충청남도,부여군,송정그림책마을,내국인,"1,194",,,,,,,,,,,,,,"1,194",668,85,4,0,0,0,0,119,4,123,191,0
충청남도,부여군,송정그림책마을,외국인,0,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,송정그림책마을,합계,"1,194",,,,,,,,,,,,,,"1,194",668,85,4,0,0,0,0,119,4,123,191,0
충청남도,부여군,신동엽문학관,내국인,"85,600","63,474","1,959","3,376","3,219","9,719","7,169","4,569","4,569","3,564","7,358","6,314","8,038","3,620","22,126","1,713","1,600",144,665,"1,810","1,858","2,714","2,188","1,121","2,879","1,963","3,471"
충청남도,부여군,신동엽문학관,합계,"85,600","63,474","1,959","3,376","3,219","9,719","7,169","4,569","4,569","3,564","7,358","6,314","8,038","3,620","22,126","1,713","1,600",144,665,"1,810","1,858","2,714","2,188","1,121","2,879","1,963","3,471"
충청남도,부여군,인삼박물관,내국인,"6,240","6,201",182,232,261,383,385,435,485,537,722,"1,307",859,413,39,39,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,인삼박물관,외국인,"1,091","1,056",49,2,49,179,57,27,99,41,101,218,204,30,35,35,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,인삼박물관,합계,"7,331","7,257",231,234,310,562,442,462,584,578,823,"1,525","1,063",443,74,74,0,0,0,0,0,0,0,0,0,0,0
충청남도,부여군,정림사지,내국인,"239,009","154,668","6,906","7,594","10,323","14,866","17,258","12,577","13,089","10,388","10,318","27,349","16,707","7,293","84,341","6,200","3,937","2,724","3,288","7,765","4,777","9,087","9,837","5,723","11,671","12,825","6,507"
충청남도,부여군,정림사지,외국인,"4,670","4,404",138,91,330,716,641,494,377,378,296,402,463,78,266,50,43,8,2,13,39,35,29,15,9,23,0
충청남도,부여군,정림사지,합계,"243,679","159,072","7,044","7,685","10,653","15,582","17,899","13,071","13,466","10,766","10,614","27,751","17,170","7,371","84,607","6,250","3,980","2,732","3,290","7,778","4,816","9,122","9,866","5,738","11,680","12,848","6,507"
충청남도,부여군,홍산동헌,내국인,"12,565","9,625",112,174,238,"5,672",343,312,384,"1,143",333,460,309,145,"2,940",135,190,30,118,391,223,210,197,590,454,248,154
충청남도,부여군,홍산동헌,합계,"12,565","9,625",112,174,238,"5,672",343,312,384,"1,143",333,460,309,145,"2,940",135,190,30,118,391,223,210,197,590,454,248,154
충청남도,서천군,국립생태원,내국인,"1,041,446","823,805","47,807","48,895","77,069","115,972","114,608","64,508","37,795","55,360","50,591","109,194","56,759","45,247","217,641","44,527","11,687",0,"3,455","23,227","19,746","22,835","28,209","5,503","28,901","26,514","3,037"
충청남도,서천군,국립생태원,외국인,"1,047",804,370,86,89,0,0,0,47,104,87,5,5,11,243,116,0,0,0,0,0,74,53,0,0,0,0
충청남도,서천군,국립생태원,합계,"1,042,493","824,609","48,177","48,981","77,158","115,972","114,608","64,508","37,842","55,464","50,678","109,199","56,764","45,258","217,884","44,643","11,687",0,"3,455","23,227","19,746","22,909","28,262","5,503","28,901","26,514","3,037"
충청남도,서천군,국립해양생물자원관,내국인,"276,436","214,088","13,365","16,325","19,163","18,526","23,631","20,448","16,184","23,685","15,472","20,652","13,007","13,630","62,348","12,212","3,382",0,0,"4,092","6,982","8,108","12,126",291,"7,740","5,615","1,800"
충청남도,서천군,국립해양생물자원관,합계,"276,436","214,088","13,365","16,325","19,163","18,526","23,631","20,448","16,184","23,685","15,472","20,652","13,007","13,630","62,348","12,212","3,382",0,0,"4,092","6,982","8,108","12,126",291,"7,740","5,615","1,800"
충청남도,서천군,마량리동백나무숲,내국인,"183,212","153,529","4,464","7,698","70,127","34,732","9,727","4,441","2,492","3,064","2,551","6,030","3,619","4,584","29,683","6,222","5,364",0,0,"1,732","2,905","2,242","2,094",0,"3,694","3,006","2,424"
충청남도,서천군,마량리동백나무숲,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,서천군,마량리동백나무숲,합계,"183,212","153,529","4,464","7,698","70,127","34,732","9,727","4,441","2,492","3,064","2,551","6,030","3,619","4,584","29,683","6,222","5,364",0,0,"1,732","2,905","2,242","2,094",0,"3,694","3,006","2,424"
충청남도,서천군,장항 스카이워크,내국인,"476,877","356,452","13,525","15,470","22,240","28,384","38,466","38,137","26,115","36,510","26,285","57,016","33,585","20,719","120,425","16,949","9,334",735,0,"8,449","16,149","22,276","26,970",0,"7,747","8,482","3,334"
충청남도,서천군,장항 스카이워크,합계,"476,877","356,452","13,525","15,470","22,240","28,384","38,466","38,137","26,115","36,510","26,285","57,016","33,585","20,719","120,425","16,949","9,334",735,0,"8,449","16,149","22,276","26,970",0,"7,747","8,482","3,334"
충청남도,서천군,조류생태전시관,내국인,"104,820","89,811","5,568","5,576","3,913","2,888","4,061","3,241","3,511","4,180","3,498","4,033","43,972","5,370","15,009","5,112","1,686",0,0,"1,105","1,005","1,252","1,131",0,"1,114","1,848",756
충청남도,서천군,조류생태전시관,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,서천군,조류생태전시관,합계,"104,820","89,811","5,568","5,576","3,913","2,888","4,061","3,241","3,511","4,180","3,498","4,033","43,972","5,370","15,009","5,112","1,686",0,0,"1,105","1,005","1,252","1,131",0,"1,114","1,848",756
충청남도,서천군,한국최초 성경전래지 기념관,내국인,"68,018","53,018","1,897","1,995","6,765","6,793","7,900","4,596","2,884","5,289","2,630","7,123","2,937","2,209","15,000","2,288","1,127",0,0,510,740,675,"1,061",0,"7,389",911,299
충청남도,서천군,한국최초 성경전래지 기념관,합계,"68,018","53,018","1,897","1,995","6,765","6,793","7,900","4,596","2,884","5,289","2,630","7,123","2,937","2,209","15,000","2,288","1,127",0,0,510,740,675,"1,061",0,"7,389",911,299
충청남도,서천군,한산모시관,내국인,"416,118","383,555","1,226","1,360","2,252","3,080","3,527","352,052","3,016","2,731","2,651","5,802","3,643","2,215","32,563","2,289","1,080","1,835",0,"4,765","12,055","2,347","1,968",637,"3,230","1,698",659
충청남도,서천군,한산모시관,외국인,382,382,2,4,2,37,21,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,서천군,한산모시관,합계,"416,500","383,937","1,228","1,364","2,254","3,117","3,548","352,368","3,016","2,731","2,651","5,802","3,643","2,215","32,563","2,289","1,080","1,835",0,"4,765","12,055","2,347","1,968",637,"3,230","1,698",659
충청남도,서천군,희리산자연휴양림,내국인,"101,973","59,575","7,286","6,442","8,743","2,360","2,394","8,121","5,252","8,186",425,"1,884","4,430","4,052","42,398","4,055","2,567",897,0,283,999,"8,773","9,396",0,"7,047","5,150","3,231"
충청남도,서천군,희리산자연휴양림,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,서천군,희리산자연휴양림,합계,"101,973","59,575","7,286","6,442","8,743","2,360","2,394","8,121","5,252","8,186",425,"1,884","4,430","4,052","42,398","4,055","2,567",897,0,283,999,"8,773","9,396",0,"7,047","5,150","3,231"
충청남도,청양군,고운식물원,내국인,"73,863","44,341",414,640,"2,141","10,284","12,035","4,073","3,355","1,528","2,184","4,732","2,473",482,"29,522",236,22,"1,878","4,733","6,545","2,788","2,161","1,297","1,421","5,502","2,651",288
충청남도,청양군,고운식물원,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,고운식물원,합계,"73,863","44,341",414,640,"2,141","10,284","12,035","4,073","3,355","1,528","2,184","4,732","2,473",482,"29,522",236,22,"1,878","4,733","6,545","2,788","2,161","1,297","1,421","5,502","2,651",288
충청남도,청양군,다락골 줄무덤,내국인,"103,706","55,281","1,631","2,315","4,965","3,621","3,907","3,071","2,536","3,626","5,666","12,617","6,687","4,639","48,425","6,489","6,752",920,910,"4,042","4,544","3,234","3,937","3,639","3,295","2,435","8,228"
충청남도,청양군,다락골 줄무덤,합계,"103,706","55,281","1,631","2,315","4,965","3,621","3,907","3,071","2,536","3,626","5,666","12,617","6,687","4,639","48,425","6,489","6,752",920,910,"4,042","4,544","3,234","3,937","3,639","3,295","2,435","8,228"
충청남도,청양군,모덕사,내국인,"47,180","22,205",447,737,"1,569","2,701","2,070","1,401","2,291","4,189","3,229","1,574","1,245",752,"24,975","1,826","1,382","1,218","1,300","2,194","1,309","5,537","4,458","2,034","1,140","1,598",979
충청남도,청양군,모덕사,합계,"47,180","22,205",447,737,"1,569","2,701","2,070","1,401","2,291","4,189","3,229","1,574","1,245",752,"24,975","1,826","1,382","1,218","1,300","2,194","1,309","5,537","4,458","2,034","1,140","1,598",979
충청남도,청양군,목재문화자연사체험관,내국인,"62,658","50,745","6,262","4,249","5,246","2,914","4,131","4,446","4,221","6,555","2,539","3,461","2,622","4,099","11,913","3,505",866,0,0,737,"1,051",761,"2,682",0,671,"1,616",24
충청남도,청양군,목재문화자연사체험관,합계,"62,658","50,745","6,262","4,249","5,246","2,914","4,131","4,446","4,221","6,555","2,539","3,461","2,622","4,099","11,913","3,505",866,0,0,737,"1,051",761,"2,682",0,671,"1,616",24
충청남도,청양군,백제문화체험박물관,내국인,"41,930","34,270","2,869","2,493","3,018","3,874","3,658","2,822","1,915","3,600","2,983","3,293","2,518","1,227","7,660","1,984",788,0,0,679,"1,072",567,"1,033",0,473,"1,048",16
충청남도,청양군,백제문화체험박물관,합계,"41,930","34,270","2,869","2,493","3,018","3,874","3,658","2,822","1,915","3,600","2,983","3,293","2,518","1,227","7,660","1,984",788,0,0,679,"1,072",567,"1,033",0,473,"1,048",16
충청남도,청양군,알프스마을(도농교류센터),내국인,"598,797","416,178","48,748","60,544","38,753","42,308","33,858","33,799","28,153","28,629","21,790","15,037","11,450","53,109","182,619","104,802","19,720","5,988","6,321","7,031","7,086","5,455","4,928","3,672","6,373","6,930","4,313"
충청남도,청양군,알프스마을(도농교류센터),외국인,"2,563","1,271",0,328,0,128,77,86,83,112,80,104,135,138,"1,292","1,014",160,32,18,29,22,6,6,5,0,0,0
충청남도,청양군,알프스마을(도농교류센터),합계,"601,360","417,449","48,748","60,872","38,753","42,436","33,935","33,885","28,236","28,741","21,870","15,141","11,585","53,247","183,911","105,816","19,880","6,020","6,339","7,060","7,108","5,461","4,934","3,677","6,373","6,930","4,313"
충청남도,청양군,장곡사,내국인,"244,743","158,232","11,025","13,166","15,005","21,991","16,310","12,791","7,469","11,345","9,097","16,255","13,970","9,808","86,511","8,925","7,575","4,580","16,943","10,966","7,375","5,729","5,438","5,180","11,914","1,598",288
충청남도,청양군,장곡사,합계,"244,743","158,232","11,025","13,166","15,005","21,991","16,310","12,791","7,469","11,345","9,097","16,255","13,970","9,808","86,511","8,925","7,575","4,580","16,943","10,966","7,375","5,729","5,438","5,180","11,914","1,598",288
충청남도,청양군,천장호 출렁다리,내국인,"812,043","495,337","64,478","44,195","42,473","55,690","44,770","34,909","21,613","31,263","23,936","51,577","45,819","34,614","316,706","45,062","30,479","25,765","28,372","27,485","19,096","17,533","19,467","16,662","39,352","27,773","19,660"
충청남도,청양군,천장호 출렁다리,합계,"812,043","495,337","64,478","44,195","42,473","55,690","44,770","34,909","21,613","31,263","23,936","51,577","45,819","34,614","316,706","45,062","30,479","25,765","28,372","27,485","19,096","17,533","19,467","16,662","39,352","27,773","19,660"
충청남도,청양군,청양 군포시 청소년수련원,내국인,"26,805","25,222","1,369",640,"1,316","2,976","2,725","2,801","3,613","4,791","1,381","1,430","1,705",475,"1,583",382,80,0,0,0,341,0,102,0,92,438,148
충청남도,청양군,청양 군포시 청소년수련원,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,청양 군포시 청소년수련원,합계,"26,805","25,222","1,369",640,"1,316","2,976","2,725","2,801","3,613","4,791","1,381","1,430","1,705",475,"1,583",382,80,0,0,0,341,0,102,0,92,438,148
충청남도,청양군,청양 숭의 청소년수련원,내국인,"28,101","27,741","1,140","1,590","2,383","4,800","4,834","3,165","2,182","3,045","2,411","1,291",400,500,360,0,150,0,0,0,0,0,0,0,150,60,0
충청남도,청양군,청양 숭의 청소년수련원,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,청양 숭의 청소년수련원,합계,"28,101","27,741","1,140","1,590","2,383","4,800","4,834","3,165","2,182","3,045","2,411","1,291",400,500,360,0,150,0,0,0,0,0,0,0,150,60,0
충청남도,청양군,청양고추문화마을,내국인,"11,317","10,172",576,378,786,683,829,802,800,"2,131",734,691,803,959,"1,145",915,230,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,청양고추문화마을,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,청양고추문화마을,합계,"11,317","10,172",576,378,786,683,829,802,800,"2,131",734,691,803,959,"1,145",915,230,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,청양동강리오토캠핑장,내국인,"8,789","6,065",88,76,436,550,990,745,172,288,616,"1,152",788,164,"2,724",288,304,0,0,781,746,174,227,0,0,204,0
충청남도,청양군,청양동강리오토캠핑장,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,청양동강리오토캠핑장,합계,"8,789","6,065",88,76,436,550,990,745,172,288,616,"1,152",788,164,"2,724",288,304,0,0,781,746,174,227,0,0,204,0
충청남도,청양군,청양칠갑산오토캠핑장,내국인,"35,236","23,288",653,896,"1,011","1,799","2,520","2,612","1,945","2,795","1,830","2,984","2,635","1,608","11,948","1,720","1,500",19,0,"2,044","2,303",500,"1,285",0,"1,160","1,410",7
충청남도,청양군,청양칠갑산오토캠핑장,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,청양칠갑산오토캠핑장,합계,"35,236","23,288",653,896,"1,011","1,799","2,520","2,612","1,945","2,795","1,830","2,984","2,635","1,608","11,948","1,720","1,500",19,0,"2,044","2,303",500,"1,285",0,"1,160","1,410",7
충청남도,청양군,칠갑산도립공원(산장로),내국인,"233,363","70,022","7,614","6,434","7,812","6,853","6,383","6,668","4,409","5,515","5,329","7,915","3,426","1,664","163,341","6,172","4,755","26,724","24,942","17,902","14,389","15,597","9,720","9,289","14,891","11,539","7,421"
충청남도,청양군,칠갑산도립공원(산장로),합계,"233,363","70,022","7,614","6,434","7,812","6,853","6,383","6,668","4,409","5,515","5,329","7,915","3,426","1,664","163,341","6,172","4,755","26,724","24,942","17,902","14,389","15,597","9,720","9,289","14,891","11,539","7,421"
충청남도,청양군,칠갑산자연휴양림,내국인,"42,794","20,936","1,601","1,616","1,381","1,113","1,910","1,679","1,562","4,362","1,630","2,183","1,051",848,"21,858","1,821",972,0,0,900,"1,289",861,"10,190",0,"1,644","4,141",40
충청남도,청양군,칠갑산자연휴양림,외국인,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
충청남도,청양군,칠갑산자연휴양림,합계,"42,794","20,936","1,601","1,616","1,381","1,113","1,910","1,679","1,562","4,362","1,630","2,183","1,051",848,"21,858","1,821",972,0,0,900,"1,289",861,"10,190",0,"1,644","4,141",40
