지역,분류1,카테고리,숙박업소명,주소,좌표(x),좌표(y),전화번호,홈페이지Url,객실정보,상세내용,이미지1
보령,stay,펜션,수지펜션,충남 보령시 해수욕장9길 2-7,36.3162079,126.511623,041-931-0500,http://www.대천수지펜션.kr/,"투룸.(온돌 침대), 온돌방. 침대방.복층형","반복되는 하루!
또 다른 휴식을 취하고플때 여행을 떠나보세요.
대천수지펜션에서 소중한 마음으로 초대합니다!

저희 대천수지펜션은 깨끗하고 편안한 펜션으로 많은 분들이 자주 찾아주시는
대천에 위치해 있습니다.

밝고 깔끔한 인테리어로 사랑하는 사람들과 놀러 왔을 때 추억을 두배로 만들어 드리는 대천수지펜션은 언제나 찾아와주시는 모든 분들을 위해 친철함으로 모시겠습니다.",37.jpg
보령,stay,펜션,대천에코펜션,충남 보령시 고잠2길 16-17,36.3121006,126.516559,041-927-7000,http://www.ecopension.kr/,"소형침대, 중형온돌, 중형침대, 투룸","창문을 열면 다가오는 푸른 소나무에서 전해오는 상큼한
솔향기에 정신이 맑아지고 일상에 지친 몸과 마음이 힐링됩니다.

세계인의 축제인 보령머드축제가 개최되는 대천해수욕장 해변에서 도보로 3분 거리에
위치하고 있으며 대천해수욕장 유일의 소나무공원이 바로 옆에 있어 시원한 바다와 푸르른
자연을 함께 즐길 수 있습니다.

또 공원에는 족구와 축구 등 스포츠를 즐길 수 있는 공간이 마련되어 있습니다. 대학생MT, 교회수련회,
회사 야유회 등 단체에서 레크레이션 등 다양한 행사를 할 수 있는 공간도 있습니다.
인터넷 모바일 시대에 발 맞추어 전객실에서 WIFI 이용 가능하도록 서비스를 제공해 드리고 있습니다.
다양한 유형의 손님들을 맞이하기 위하여 커플에서 투룸까지 다양한 객실이 준비되어 있습니다.

바쁜 일과 스트레스로 지쳐있는 몸과 마음을 에코펜션에서 힐링하세요!!",38.jpg
보령,stay,펜션,대천허브펜션,충남 보령시 고잠2길 20-7,36.3122424,126.515968,041-932-5379,http://www.daecheonhub.com/,"침대객실, 4인실 ,6인실,대형객실,투룸객실,옥탑객실","대천 허브펜션입니다.
허브향 가득한 정원을 걷는 기분좋은 느낌…
저희 허브펜션에서는 그런 향기 가득한 추억을 만들어 드립니다.
대천해수욕장에 위치한 저희 허브펜션은 해변에서 1-2분거리에 위치하고 있어 몇발자국만 나가면 시원한 바다가 여러분을 반기고 있습니다.
두근거리는 마음으로 여러분을 기다립니다.
아름다운 추억과 향기가득한 허브펜션입니다.",39.jpg
보령,stay,펜션,마마펜션,충남 보령시 고잠2길 16-3,36.3118096,126.515893,041-934-8188,http://www.mamapension.com/,"침대객실,소형온돌,중형온돌,투룸침대,투룸온돌","대천해수욕장에서 도보로 3분 거리에 위치하고 있으며
세계인의 축제인 ""보령머드축제""가 열리는 머드광장에서도 도보로 2분의 거리에 있습니다.

모든 객실 규모에서 내부 시설까지 오랫 동안 대천해수욕장에서 펜션을 운영해온 사장님들의 경험을 바탕으로 만들었습니다.

객실 전층에 WiFi가 설치되어 있어 쾌적한 무선인터넷을 즐기실 수 있습니다.
항상 우리들 가슴 속에 담겨 있는 어머니의 마음으로 고객 여러분을 모시겠습니다.
대천해수욕장에서 아름답고 추억을 만들어 가도록 최서을 다하겠습니다.",40.jpg
보령,stay,굿스테이,호텔뷰,충남 보령시 천북면 홍보로 1061-175,36.5034661,126.483378,041-641-7890,http://www.hotel-view.co.kr/,"원룸 커플방 7개,원룸 패밀리방 2개 온돌방 1개, vip방 3개","푸른 바다와 안면도가 저 멀리 보이는 언덕 위 펜션&호텔뷰는 가까이에
굴구이 단지가 있어 연인,친구 등과 함께 서해바다와 자연의 맛을 느낄 수 있는 곳,

객실 어디에서나 창밖으로 탁 트인 바다를 볼 수 있어 해외의 어느 곳에 와 있는 듯한
느낌을 갖을 수 있는 가족형 펜션&호텔 입니다.
또한 부대시설로 호텔 내에 수영장과 세미나실 야외 바비큐파티장 등을 갖추어
단체, 가족 연인이 아름다운 추억을 그리고 바다가 보이는 카페와 노래방 식당이
단지내 위치해 있어 손님께 더욱 편리하고 편안한 여행을 하시기에 더없는 곳입니다.

친구,연인,직장동료에게 나만의 장소를 자랑하고 싶은 여러분께 감히 추천합니다.
조용히 쉬고싶은 가족,연인,직장인들의 세미나까지 저희 펜션&호텔뷰에 오시면
차를 타고 다니실 필요 없이 모든걸 즐길수 있는 곳입니다",
보령,stay,굿스테이,JI호텔,충남 보령시 해수욕장10길 20,36.3163172,126.509718,041-934-8484,http://www.jihotel.co.kr/,"일반실(7평형), 특실(10평형) vip(스위트,로얄)","저희 제이아이 호텔은 대한민국에서 바다와 가장 인접한 곳에 위치한 호텔이며
대천이 연출하는 아름다운 자연경관을 창밖으로 바로 볼 수 있습니다.

여러 부대 시설과, 보령의 아름다운 자연경관, 국내외로 유명한 관광지가 어울려
최고의 휴식을 선사할 제이아이 호텔입니다",42.jpg
아산,stay,관광호텔,㈜온양관광호텔,충남 아산시 온천대로 1459,36.7831034,126.99968,041-540-1000,https://www.onyanghotel.co.kr/,"총 객실 111(스탠다드 111, 디럭스56, 스위트 8)","1300년 역사와 전통을 간직한 저희 온양관광호텔을 방문해 주셔서 대단히 감사드립니다.
백제시대부터 이어져온 온천은 조선시대 왕실온천의 명소가 되어 이곳에 행궁을 짓고 집무
를 보고 온천휴양을 하였으며 1970~80년대는 최고의 신혼여행지였습니다.

""한번 고객은 영원한 고객"" 이라는 슬로건 아래 최상의 서비스로 모시고자 온양관광호텔
임직원 모두는 늘 준비하고 최선을 다하고 있습니다.

온양관광호텔은 앞으로도 지속적인 변화와 혁신을 통하여 차별화된 고객 서비스를 제공하고
다양한 고객참여 프로그램을 개발하여 고객과 함께하고 지역사회발전에 공헌하는 기업으로
나아갈 것을 약속드립니다.",43.jpg
아산,stay,관광호텔,온양그랜드관광호텔,충남 아산시 충무로 20번길 7 ,36.7837251,127.006245,041-543-9711,http://www.grand-hotel.co.kr/,"총 객실 151(스탠다드 151, 디럭스 7, 스위트 10, 한실 16)","저희 호텔은 국내에서 가장 오래된 온양온천지역에 위치하고 있으며,
백제,통일신라시대를 거쳐 그 역사가 근 1300여 년이 되는 것으로
기록된 곳으로 특히 조선시대에는 세종대왕,세조,현종,숙종,명종,
영조,정조 등 여러 임금께서 온궁을 짓고 휴양차 머물고 돌아간 다수의
기록과 유적들이 남아 있으며, 온천에 임행하여 과거를 보게하여
인재를 발굴하였던 기록이 남아 있는 역사적인 곳이기도 합니다.

왕실 온천의 역사와 더불어 충청 최대규모의 천안,아산 산업기지
인접지역에 150개의 객실과 각종 최고급 부대시설을 가지고 있는
중부권 유일한 상용(商用) 호텔로서, 비즈니스와 휴양이 겸비된
특급호텔입니다.

객실은 인터넷 등의 편의를 ONE-STOP system으로 제공하는 등 비즈니스에 적합하며,SPA 개념을 도입한 관광휴양객의 기호에도 맞는 다양한
형태로 구성,제공되고 있으며, 한식당,양식당,BAR 등 최고급 전문식당과, 동시에 500여명의 Dineer Party가 가능한 초대형 연회장 그리고
1000여대를 수용할 수 있는 주차장이 겸비된 최신식 웨딩홀이 준비되어 있습니다.

온양그랜드호텔은 고객을 [고객의 댁(宅)과 같은] 서비스를 목표로, 편안하게 모시는 것이 지상과제입니다.

이제 이곳에 오시면 성공적인 비즈니스와 역사의 숨결이 간직된 온천휴양 환경 속에서 고객을 진정 피부에 와 닿는 서비스로,최고의 음식과 함께
건강이 숨쉬는, 환상 아닌 현실속의 온양그랜드호텔임을 실감하게 되실 것입니다.",44.jpg
아산,stay,관광호텔,온양제일호텔,충남 아산시 온천대로 1462번지,36.7820941,126.999523,041-547-2500,http://www.cheilhotel.co.kr/,"총 객실 142(스탠다드 92, 디럭스 29, 스위트 21)","온양온천은 국내에서 가장 오래된 그 역사가 1300여년이 되는
마니타온을 함유한 아듐 온천이며 수온이 58℃(도)내외로 고열온천입니다.

온양온천은 수질이 좋고 수량이 풍부해서 신경통,관절염,피부염,위장병,
고혈압 등 각종 성인병과 피부미용에도 효과가 매우 크다 합니다.

저희는 고객을 위한 최고의 서비스 창조라는 경영이념아래 고유의 서비스
철학과 차별화된 시설 및 상품을 여러분께 제공하며 동시에 온양제일만의
독특하고 새로운 상품과 서비스를 더해 고객 여러분께
색다르고 놀라운 만족의 경험을 제공하도록 끊임없는 노력을 다 할 것입니다.

또한 앞으로 온양제일호텔에서 마련되는 다양한 행사와
프로그램 정보는 물론 고객이 필요로 하는 정보와 서비스로 더 큰 즐거움과
만족을 드립니다",45.jpg
아산,stay,관광호텔,W HOTEL,충남 아산시 충무로20번길 14,36.7819499,127.006009,041-532-8970,,"총 객실 52(스탠다드 31, 디럭스 16, 스위트 4, 한실 1)",,46.jpg
아산,stay,관광호텔,헤링턴관광호텔,충남 아산시 온천대로 1442,36.7824005,126.998235,,http://www.hthotel.co.kr/,"총 객실 62(스탠다드 32, 디럭스 16, 스위트 4, 한실 10)","저희 헤링턴 호텔은 사통팔달의 편리한 역세권 교통, 아산시에 위치한 고 품격 비즈니스 관광호텔입니다. 전 객실 광속 인터넷과 다양한
부대시설을 갖추고 있으며 고객님의 편의를 위해 저희 모든 종사원이 최선을 다 할 것 입니다.

The herington Hotel is within easy reach of most tourist attractions and business addresses in Chungnam. All 52 at 
property offers well0furnished rooms and attentive service. The setup-class facilities are complemented to exceellent
services to meet the needs of visitors to Chungnam!

",47.jpg
아산,stay,콘도/리조트,도고글로리콘도,충남 아산시 도고면 도고온천로 124-23,36.7652175,126.889214,041-541-7100,http://www.glory.co.kr/,총 객실 213,"귓가에 철썩이는 파도소리와 밤바다의 환상적인 정취를 느낄 수 있는 해운대글로리콘도는 총244실 규모로 1984년에 개관하였으며.
하얀포말이 부서지는 바다와 광활한 백사장이 눈앞에 펼쳐지는 해안의 낭만이 있는 해운대 한가운데에 위치하여 해운대해수욕장,오륙도,동백섬이 객실에서 한눈에 들어오고,제트스키,요트 보드세일링등 각종 수상스포츠의 낙원으로 바닷가의 정취를 맘껏 느낄수 있는 곳입니다.
푸른 바다와 광활한 백사장이 손에 잡힐듯 내려다 보이는 객실을 비롯하여 퀘적하고 아늑한 분위기의 각종 부대시설과 고온 천연라돈
온천사우나,루프가든등 최신설비의 편리한 위락시설, 그리고 각종 세미나와 약혼식,결혼식등 다양한 행사를 개최할 수 있는데,소연회장을
갖추고 있어 교육과 휴식을 함께할 수 있는 미래형 커뮤니티 센터로의 도약을 목표로 하고 있으며, 고객들에게 내집같은 편안함을 느낄 수 있도록 최상의 서비스를 제공합니다",48.jpg
아산,stay,콘도/리조트,한국콘도 도고,충남 아산시 선장면 도고온천로 178,36.7646819,126.885149,041-534-8101,http://www.coreacondo.com/,총 객실 107,"도고글로리콘도는 총220실 규모로 1992년에 개관하였으며,천연온천으로 유명한 도고온천에 위치하여 창밖으로 펼쳐지는 도고산 자락과
드넓은 평원을 배경으로 자연을 벗삼아 호연지기를 기를수 있는 곳입니다.
서해안 고속도로 개통으로 한층 더 편리해진 교통과 인근의 현충사, 독립기념관, 수덕사, 천주교 성지등의 다양한 관광명소로 최상의 관광권을
형성하고 있으며, 가족단위의 갯벌체험과 서해유일의 해뜨는 마을 왜목, 철새들의 보금자리인 천수만과 대호만에 인접하여
다양한 현장체험을 만끽할 수 있습니다.
도고글로리콘도는 각종 학술단체 및 비즈니스 모임등 연수교육에 필요한 다양한 크기의 회의장을 갖추고 있어 기업체 연수나 각종 세미나를
개최하여 관광,휴양 레포츠가 함께하는 학술세미나의 새로운 전당으로 자리 매김하고 있습니다. 풍요로운 생활의 여유가 펼쳐지는
도고글로리콘도에서 자연을 벗삼아 고객들에게 소중한 추억을 안겨드릴 수 있도록 최상의 서비스를 제공하고 있습니다.",49.jpg
아산,stay,콘도/리조트,도고토비스콘도미니엄,충남 아산시 도고면 기곡로77번길 39,36.7586323,126.881978,1599-7508,http://www.tovicecondo.com/SrcWeb/Minium/Dogo01.aspx,총 객실 85,,50.jpg
아산,stay,콘도/리조트,도고토비스콘도미니엄,충남 아산시 도고면 기곡로62번길 6-8,36.7611615,126.888111,1599-7508,http://www.tovicecondo.com/SrcWeb/Minium/chain06.aspx,총 객실 117,,51.jpg
아산,stay,굿스테이,리베라미니호텔,충남 아산시 음봉면 아산온천로 243번길 123,36.8540102,126.985124,041-543-0567~8,http://www.asanrivera.kr/,"일반실(2인), 특실(2인), 한실(3인),VIP(2인)","""아산스파비스, 한국관광공사 굿스테이, 한국철도여행 관광공사, 제휴 및 우수 숙박 지정업소"" 
저희 리베라는 현대적이고 클래식한 분위기의 인테리어로 다시 태어났습니다. 전 직원은 친절 그리고 객실 청결을 원칙으로 고객님께 서비스하고 있습니다.

특징:
전 객실에 저희가 자랑하는 게르마늄 알카리 온천물을 제공하여 고객님의 보양, 건강을 돕고 있습니다.

전 객실에 스팀사우나, 월풀, 대형월풀 설치

다양한 객실, 특별한 고객을 위한 스위트룸, 특실, 일반실 한실과 양실을 준비하고 있습니다. 모든 객실은 타
숙박업소와 차별을 위하여 넓은 객실을 갖추고 있습니다.

광 케이블 인터넷은 물론 노트북을 소지하신 고객을 위하여 광케이블이 따로 설치 되어있습니다.

올레(Qook)TV가 설치되어 무제한 영화와 드라마 스포츠를 대형TV를 통하여 즐기실 수 있습니다.

저희 리베라는 (지하 주차장)과 (1층 주차장) 그리고 (후문 주차장)이 마련되어 여러분의 주차편의를 제공합니다.
또한 로비에는 미얀마에서 어떤 첨가물도 가미하지 않고 직접 볶아온 원두 커피를 맛 보실 수 있습니다.",52.jpg
아산,stay,굿스테이,팜스프링호텔,충남 아산시 음봉면 아산온천로 157번길 7-99,36.8560283,126.982645,041-543-0188,http://www.hotelpalmspring.com/,"일반실, 디럭스룸(1)2인용, 디럭스룸(2)4인용, 4인한실, 5인한실, 7인한실, 15평콘도텔, 30평 콘도","저희 팜스프링호텔은 충남 아산온천 관광단지 내 동양 최대의 종합 테마온천장 아산 스파비스 바로 옆에 위치해 있으며 가족과 비즈니스 출장고객을 위해서 최적의 IT 환경을 갖춘 호텔로 문화관광부 산하 한국관광공사에서 믿을 수 있고 저렴한 우수 숙박업소로 인증한 Good Stay 호텔입니다.

저희 팜스프링의 콘도를 포함한 모든 객실에는 천연 온천수를 공급하며 초고속 유, 무선 인터넷 시스템이 설치되어 있어서 노트북으로 손님이 원하는 정보를 신속하게 얻을 수 있습니다.

 

객실안의 가구는 물론 집기들이나 침구들은 최상의 품질로 구비되어 있으며, 항상 깨끗하고 청결하게 손님들을 모시고 있습니다.


만족한 서비스를 위해서 항상 최고가 되도록 노력하고 있습니다.",53.jpg
아산,stay,굿스테이,아이엔지모텔,충남 아산시 충무로8번길 17,36.7817426,127.006233,041-542-3313,http://blog.naver.com/viz31,,,54.jpg
아산,stay,한옥스테이,외암마을,충남 아산시 송악면 외암민속길 42-7,36.7299275,127.018007,041-541-0848,http://www.oeammaul.co.kr/,"민박(독채),(농가)","외암마을은 예안이씨 중심으로 구성된 마을이다
마을 앞쪽으로 넓은 농경지를 두고, 뒤로는 산이 병풍처럼 막아주는 사이의
구릉지에 자리잡고 있다.

이 마을이 처음에는 넓은 농경지로 인해 자연발생적인듯 하나 조선 중기에
이르러 예인이씨가 이 마을에 들어오면서 인물이 나타나자 점차 예안이씨
후손들이 번성하여 집성마을로 바뀌게 되었던 것이다.",55.jpg
아산,stay,한옥스테이,풍덕고택,충남 아산시 송악면 외암민속길 20-17,36.7295312,127.016429,041-541-0023,http://www.pungduck.co.kr/,한옥민박 (4~10인용),이 마을에는 집집마다 택호(집에 붙여진 이름)가 붙여진다. 과거 벼슬이나 위대한 학문적 성과를 이룬 인물이 많이 배출되었기 때문이다. 이기원 종부가 살고있는 종가의 택호는 ‘풍덕댁’이다. 7대조가 황해도 풍덕군 군수로 지냈던 것에서 풍덕이라는 택호가 유래한 것이다. 과거 황해도에서 마을을 이루고 살았던 예안 이씨 집성촌은 14대조가 마을을 이곳으로 옮기면서 지금의 터에 자리잡게 됐다.,56.jpg
서산,stay,콘도/리조트,윈체스트 w1,충남 서산시 대산읍 삼길포7로 6,36.9866374,126.447153,041-689-7800,,총 객실 115,,57.jpg
서산,stay,펜션,하늘빛으로 물든 새,충남 서산시 부석면 원적참새골길 139,36.651187,126.379492,010-5382-1862,http://birdpension.com/,숲새방(12평) 물새방(10평)들새방(10평) 바다새방(8평),"펜션 ""하늘빛으로 믈든새""는 수많은 철새들이 찾아드는 서산 천수만에 있습니다
서산 천수만은 사계절내내 새들의 노랫소리가
끊이지 않는 국내 최대의 철새 도래지입니다
또한 간월도, 남당리, 안명도 등 볼거리와 먹거리가 공존하는 여행지와 가까이 있습니다

아침 창문을 열어 발코니에 서보세요. 엷은 안개너머 기러기들이 무리비행하는 모습을 볼 수 있습니다
숲속에 나가면 작은 산새친구들이 동행한
가족, 친구, 연인의 대화를 방해할지도 모릅니다

해 드는 오후엔 버드카페에서 커피를 마시며
사람 사는 얘기는 잠시 제쳐두고 자연의 소리에 귀 기울여 보세요

해질무렵엔 간월암과 도비산에서 낙조를 즐기는
것도 좋지만, 펜션 발코니에 서서 키작은 산들의
스카이라인이 빚어내는 풍경을 보는 것도 좋습니다
""하늘빛으로 물든새""는 다른 펜션들처럼 화려하지는
않지만 자연과 닮아 가려합니다
형평없는 솜씨지만 직접 디자인하고 만든 친환경
가구들과 오랜 시간 미완성으로 남아 있겠지만
점차 자생식물들로 가득 차게 될 펜션 주변의 숲.....

소란스럽지 않고 조용한 여행을 즐기려는 분들께
오후 햇살 같은 여유를 드릴 수 있었으면 좋겠습니다.",
서산,stay,펜션,백제의 미소,충남 서산시 운산면 봉운로 982-13,36.7701491,126.620713,041-663-0890,http://www.bjsmile.com/,"원룸(9평, 11평, 15평) 투룸(18평,20평,25평)쓰리룸(25평,30평)","자연의 품으로..
백제의 미소에 오신것을 환영합니다.
돌, 흙, 나무 그리고 자연을 담아 장장 5년에 걸쳐 정성껏 흙집을 지었습니다

어린시절 외갓집 추억을 떠올리며
사랑하는 사람들과 함께 자연의 품으로 들어 오십시요.

충남 서산의 가야산 명당 자락에 위치한 백제의 미소로 오시면 다양한 황토집과 전통구들방에서
자연과 하나가 되는 경험을 하실 수 있습니다.

알차고 실속있는 여행속으로…
요모조모 알뜰한 여행을 즐길 수 있는곳.

백제의 미소 주변에는 3분거리의 서산마애삼존불상, 10분 거리의 덕산스파캐슬
15분 거리의 해미읍성과 개심사가 있으며, 너무나도 예쁜 저수지 고풍저수지(1분거리)에서의
민물낚시도 추천해드립니다.
그리고 전국 명산 가야산 등산로가 인근에 있어 연중 등산객으로 붐빕니다.",59.jpg
서산,stay,굿스테이,스카이모텔,충남 서산시 동헌로 94 ,36.777846,126.452693,041-668-7822,http://blog.naver.com/7822sky,다른컨셉 객실7개,"서산스카이모텔만의 품격있는 생활공간을 제공하고 있습니다.

고객 모두에게 만족을 드릴 쾌적한 환경, 넒은 주차 공간, 분위기있는 순간",
논산,stay,관광호텔,에버그린관광호텔,충남 논산시 연무읍 황화로 369,36.1046258,127.097168,041-742-3344,,총 객실 32(스탠다드 32),,61.jpg
논산,stay,펜션,대둔산 산골이야기,충남 논산시 벌곡면 수락로 46-7,36.1640406,127.314629,010-5439-9734,http://sangol-story.com/,"13평형 4실, 9평형 4실","대둔산자락 아래에 위차한 저희 대둔산 산골이야기펜션은 수락계곡을 끼고
있어 시원한 계곡물놀이는 물론, 아늑하고 깨끗한 시설로 다양한
즐거움을 누릴수 있습니다.
가족, 연인, 단체 모두를 위한 쳔연의 환경속에서 잠시나마 일상의
피로에서 벗어나 저희 산골이야기펜션에서 잊을 수 없는 추억을 만들어 가실 수 있도록 최선을 다하겠습니다.",
논산,stay,펜션,잉스힐,충남 논산시 벌곡면 수락계곡2길 63-3,36.1553962,127.301281,010-7243-1000,http://www.ingshill.co.kr/,"펜션:10평형 (원룸형,투룸형), 15평형(원룸형), 18평형(원룸형,투룸형), 20평(원룸형, 투룸형), 22평형 (투룸형), 30평형(10~18인) 33평형 (12~22인), 63평형(20~40인)//산장:온돌(5실),침대(3실)","논산시선정
""우수숙박업 녹색등급"",""모범음식점"",""아름다운 화장실""
대둔산 수락계곡입구, 중부권 최대규모 전원속 통나무펜션",
당진,stay,관광호텔,㈜당진관광호텔,충남 당진시 송악읍 반촌로 192,36.901959,126.701662,041-366-5757,http://www.hoteldangjin.com/kr/,"총 객실 45(스탠다드 23, 디럭스 16, 스위트 4, 한실 2)","당진호텔은 국내외 비즈니스 여행객과 일반 여행객의 편안한 체재를 지원하기 위해 개관한 고품격 비즈니스 호텔입니다. 
 
아울러 7층 8층에 연회실을 마련하여 각종회식,모임,돌잔치,,워크샵등 각종연회를 하실수 있도록 마련하여 좋은시간과 추억을 가질수 있도록 최상의 시설과 서비스를 제공 할 것을 약속드립니다. 
 
당진호텔은 충청남도 당진 지역의 유일한 호텔로서 산업중심지에 위치하고 있어 교통이 매우 편리하고 활기찬 주변환경은 투숙시 색다른 즐거움을 느끼게 해 줍니다 
 
최신의 설비를 갖추고 있어 객실내에서 아무 불편없이 비즈니스 업무가 가능합니다. 또한 호텔1층에 비즈니스 센터를 운영하고 있어 초고속 인터넷PC를 무료로 사용할 수 있으며 주변관광지 안내등 관련 서비스를 제공하여 드립니다. 
",64.jpg
당진,stay,관광호텔,베니키아 호텔 당진,충남 당진시 송악읍 반촌로 192,36.901959,126.701662,"041-356-5757, 4900",http://www.benikea.com/KOR/hotel/benikea_hotel_dangjin(1100),총 객실 43,"베니키아 호텔 당진은 국내외 비즈니스 여행객과 일반 여행객의 편안한 체재를 지원하기 위해 개관한 고품격 비즈니스 호텔입니다. 충남 당진 지역의 유일한 호텔로서 산업중심지에 위치하고 있어 교통이 매우 편리하며, 활기찬 주변환경은 투숙 시 색다른 즐거움을 느끼게 해 줍니다. 최신의 설비를 갖추고 있어 객실 내에서 불편없이 비즈니스 업무가 가능합니다. 또한 호텔1층에 비즈니스 센터를 운영하고 있어 초고속 인터넷PC를 무료로 사용할 수 있으며 주변관광지 안내 등 관련 서비스를 제공하여 드립니다.

 

아울러 7, 8층에 연회실을 마련하여 각종회식, 모임, 돌잔치, 워크샵 등 각종연회를 하실 수 있도록 마련하여 두었습니다. 저희 호텔은 좋은 시간과 추억을 만들 수 있도록 최상의 시설과 서비스를 제공 할 것을 약속 드립니다.

 

※ 객실별 단독 와이파이 사용. 1달이상 체류시 벽걸이 세탁기 제공. 
",65.jpg
금산,stay,굿스테이,진산자연휴양림,충남 금산군 진산면 대둔산로 6,36.1218219,127.349573,041-752-4138,http://www.ijinsan.net/,"한국형(12실), 핀란드형(11실)","대둔산자연휴양림에서는 울창한 숲, 아름다운 자연환경을 보존하면서 산림의 가치를 최대한 높이고,
자연을 최대한 활용하여 건강회복을 목적으로 모든 분들의 보건휴양과 정서함양을 위하여 많은 노력을
기울이고 있습니다.
대둔산과 함께 산과 나무를 가꾸어서 여러분의 편안한 쉼터가 되기 위하여 정성으로 가꾸고 있습니다.",
부여,stay,관광호텔,백제관광호텔,충남 부여군 부여읍 북포로 108,36.2917807,126.922123,041-835-0870~1,http://www.백제관광호텔.kr/,"총 객실 40(디럭스 19, 스위트 1, 한실 20)","백제관광호텔 Story
벡제 도읍의 전통과 21세기의 최첨단이 공존하는 부여의 중심에
위치한 백제관광호텔은 최적의 환경을 갖춘 관광호텔로서의 명성을
쌓아 오고 있습니다. 저희 백제관광호텔은 호텔의 경영 노하우와
건실한 경영 자원을 바탕으로, 서비스 개선, 우수 인력 확보의
양성등의 다양한 사업 확장을 통해 고객으로부터 사랑을 인정받는
관광호텔로 성장해왔습니다.

고객중심의 투철한 서비스 정신
고객 중심의 호텔 경영에 최우선의 가치를 두고 다양한 호텔 정보와
소식을 제공하고, 고객 한분 한분의 의견에 귀 기울여 보다 원활한
고객과의 의사소통을 실현하기 위해 힘쓰도록 하겠습니다.
언제나 한결같은 마음으로 고객님들께 100%만족을 드릴 수 있도록 최선을 다하는 여기는 ""백제관광호텔"" 입니다.

전문적이고 완성도 높은 다양한 공간
저희 백제관광호텔은 230명이 동시에 투숙할 수 있는 양식,한식 객실과 연회장, 웨딩홀까지 갖추고 있으며 휴식만이 아닌 다양한 활동을
하기에도 아주 적절한 곳입니다, 고급스러움과 편안함을 동시에 지닌 인테리어들로 내 집같은 느낌 이상을 받으실 수 있습니다.
부여 중심에 위치한 백제관광호텔에서만 느낄 수 있는 고급스럽고 수준 높은 느낌을 받아보시기 바랍니다.",67.jpg
부여,stay,콘도/리조트,롯데부여리조트,충남 부여군 규암면 백제문로 400,36.3038586,126.900934,041-939-1000,http://www.lottebuyeoresort.com/,총 객실 332,"불꽃보다 화려하게,눈꽃보다 단아하게
벡제를 품다! 롯데리조트부여
문화의 절정,예술의 정수
백제(百濟)가 1400년만의 비상을 준비합니다.
1400여 년의 오랜 세월 잠들어있던 왕국,백제….
그 잊혀졌던 왕국의 화려한 부활을 위한 날갯짓이 시작합니다.
온화하고 섬세한 미의식으로 부드럽고 세련된 아름다움을 꽃피웠던 예술혼…
바다 건너 일본에 문물을 전파하고 기상을 떨쳤던 웅혼한 기백…
가장 찬란했던 백제문화를 꽃피웠던 중심지,이곳 부여에
그 의미와 가치를 재조명하는 새로운 비전으로 웅대한 꿈을 펼치려합니다",68.jpg
부여,stay,굿스테이,아리랑모텔,충남 부여군 부여읍 정림로 55-1,36.27812,126.911357,041-832-5656~7,http://www.arirangmotel.com/,"특실, 중특실 온돌,중특실 침대, 일반실 온돌, 일반실 침대","한국관광공사가 지정한 굿스테이 우수 숙박업소로서 모던한 인테리어와 준비된 친절한 서비스로 객실에서 안락하게 묵으실 수 있도록 편의를 제공하고 있습니다.

부여 시내에 위치하여 2~3분 이내의 거리에 시외버스터미널 및 택시 등의 교통을
이용하기에 편리하고,편의점 및 식당, 약국등이 가까워 편의 시설을 이용하기에 좋습니다.

백제의 옛 수도로 백제 역사가 살아 숨쉬는 부여는 정림사지, 궁남지, 부소산성,부여박물관
등의 유적지 및 문화재를 도보로 관광할 수 있어 아이들을 동반한 가족단위의 관광객과
일본관광객이 많이 오십니다.",
부여,stay,굿스테이,모텔미라보,충남 부여군 부여읍 정림로 47-28,36.278481,126.911915,041-835-9988,http://www.모텔미라보.com/,,,
부여,stay,굿스테이,백제컨트리클럽,충남 부여군 은산면 충절로 3734-82,36.3450977,126.790967,041-830-0700,http://www.baekjecc.com/,,"백제컨트리클럽은 산세가 수려하고, 공기와 물이 맑으며, 햇볕이 좋은 칠갑산 자락의 좋은 터를 자리잡아 2008년 9월부터 여러분을 모시고 있습니다.

백제컨트리클럽은 50만평 대지위에 코스 전장이 7,270Yards 18홀 정규 코스로 조성되어,
각 골프코스는 각양각색의 아기자기한 모습으로 국내 어느 골프장보다 도전적이며 흥미로운 골프장임을 자랑하고 싶습니다.

저희 백제컨트리클럽은 신의를 제일목표로 공정한 예약,원활한 경기 진행으로 고객님들께
최상의 서비스를 제공할 것을 약속드립니다.

특히, 2009년 5월 개통된 당진-대전간 고속도로와 대전-서천간 고속도로는 서울에서 1시간 30분, 대전에서 40분 이내로 소요되어 전국 어디서나 고객님들의 편리한 접근을 보장할 것입니다.",
