,content,data,like,place,tags
111,고양이도 있고 친절하시구 🦭🌿,2021-06-14,0,카페 안도르,[]
112,🐻 소소한행복,2021-06-14,0,Public Market,[]
113,어쩌다 또 오게된 바다 ㅋㅋㅋㅋ밤낚시는 처음인듯.. 한참동안 있엇는데 복어같은생선 잡앗당ㅋㅋㅋㅋ오빠는 불가사리 득템 하심ㅋㅋ....#충남여행 #부여 #서천 #홍원항 #바다낚시 #복어잡음 #오빠는 #뚱이잡기 #드라이브 #데이트 #럽스타그램 #낚시하는커플 #daily #selfie #ootd #lovestagram,2021-06-14,0,충남 서천 홍원항,"['#충남여행', '#부여', '#서천', '#홍원항', '#바다낚시', '#복어잡음', '#오빠는', '#뚱이잡기', '#드라이브', '#데이트', '#럽스타그램', '#낚시하는커플', '#daily', '#selfie', '#ootd', '#lovestagram']"
114,🌃이사가기전 한장 남기고싶으니🌍 서산호수공원👤 @yimwonjae📷 #canon#eosrp🔳 #rf35mm18#rf50mm18💬 #충남#서산#당진#아산#대산#평택#태안#코오롱레이크뷰#충남여행#충남야경#서산야경#일상#스냅#여행#풍경#여행스타그램#밤#호수공원#야경#충남가볼만한곳#travel#snap#daily#view#fff#follow,2021-06-14,0,서산중앙호수공원,"['#canon', '#eosrp🔳', '#rf35mm18', '#rf50mm18💬', '#충남', '#서산', '#당진', '#아산', '#대산', '#평택', '#태안', '#코오롱레이크뷰', '#충남여행', '#충남야경', '#서산야경', '#일상', '#스냅', '#여행', '#풍경', '#여행스타그램', '#밤', '#호수공원', '#야경', '#충남가볼만한곳', '#travel', '#snap', '#daily', '#view', '#fff', '#follow']"
115,"어둡게 나온건 어둡게 나온대로, 밝게 나온건 밝게 나온대로, 보이는 그대로의 기록물을 추구하셨던 두분. 있는 그대로의 주근깨도 너무 예쁘고 날것을 사랑하는 마음도 예쁘고,,🖤인천에서부터 오신 개성 넘치는 두분이 아산-당진 여행 코스중 커튼업에 들러주셨어요!🛻감사합니다!!!",2021-06-14,0,커튼업,[]
116,모든 색이 빛나던,2021-06-14,0,Gongju,[]
117,아그로랜드 〰️ ✌🏻꽃뿐만 아니라 구석구석 포토존도 다양하게 있어요!목장의 풍경과 조화를 이루며 있어서 사진도 자연스럽게 잘 나와욤💓💓,2021-06-14,0,아그로랜드 태신목장,[]
118,살면서 재밌고 행복한 순간은 많지만잊히지 않을 추억은 손에 꼽는데이날 일 거야~💙📷 @hyuckjin_0 👯‍♀️ @youngjin1428,2021-06-14,0,"충남,어디까지가봤니?",[]
119,제주도❌충남 공주시 유구⭕..#유구색동수국정원#유구#충남여행,2021-06-14,0,,"['#유구색동수국정원', '#유구', '#충남여행']"
120,#중둔근데이#유지어터레그익스텐션 웜업하고네로우 스쿼트닐링스쿼트밴딩어브덕션 요렇게 세개 하니….중둔근이 아주양터져터져 🔥🔥수욜에 백신 맞아야해서 미리 땡겨한 하체원래 오늘 가슴하는날이었는디..아침에 너무 피곤해서 자벌임 ㅠㅠ,2021-06-14,0,세종특별자치시 나성동,"['#중둔근데이', '#유지어터레그익스텐션']"
121,#꽃게 #꽃게찜 #제철음식 #꽃게철 #암꽃게 #게알이 꽉찼으요~!! #암꽃게찜 #🦀 #서천수산물특화시장 #초장집 #서천여행 #서천꽃게 #충청남도 #충남 #충남여행 #꽃게스타그램 #게스타그램 #맛있다그램 #맛스타그램 #먹스타그램 #서해바다,2021-06-14,0,,"['#꽃게', '#꽃게찜', '#제철음식', '#꽃게철', '#암꽃게', '#게알이', '#암꽃게찜', '#🦀', '#서천수산물특화시장', '#초장집', '#서천여행', '#서천꽃게', '#충청남도', '#충남', '#충남여행', '#꽃게스타그램', '#게스타그램', '#맛있다그램', '#맛스타그램', '#먹스타그램', '#서해바다']"
122,파랑수국이 제일 좋음💙#공주여행 #수국 #충남수국 #공주수국 #충남여행 #유구색동수국정원 #수국정원 #20210613 #범이가찍어준사진,2021-06-14,0,공주시 유구읍,"['#공주여행', '#수국', '#충남수국', '#공주수국', '#충남여행', '#유구색동수국정원', '#수국정원', '#20210613', '#범이가찍어준사진']"
123,⛺️🍖🍴🌳🌿🪵#파크오브드림 #글램핑,2021-06-14,0,파크오브드림 글램핑장,"['#파크오브드림', '#글램핑']"
124,#백패킹 #서산왕산포구 슬슬더워진다#여행 #캠핑 #데크 #서산여행 #충남여행 #왕산포구 #lnt #취미 #힐링 #backpacking #camping #koreantravel #trip #travel #outdoor #hobby #life #nocturn #sunset,2021-06-14,0,충남 서산 어딘가,"['#백패킹', '#서산왕산포구', '#여행', '#캠핑', '#데크', '#서산여행', '#충남여행', '#왕산포구', '#lnt', '#취미', '#힐링', '#backpacking', '#camping', '#koreantravel', '#trip', '#travel', '#outdoor', '#hobby', '#life', '#nocturn', '#sunset']"
125,한 20분정도 줄 서서 호다닥 급하게 찍었습니다.😂금방 뒤로 다시 줄이 차더라구요.핫플을 놓칠 순 없죠!의상도 준비한 것처럼 찰떡이라 더욱 맘에드는 사진입니다.🥰✨,2021-06-14,0,아그로랜드 태신목장,[]
126,2021.06.13.일요일#충남여행 #아산세계꽃식물원🐦🌼🍃 #너무덥다더워 #꽃사진 #밤토리찡🐶#꽃개🌸🐶 #너무해맑아 다음엔 #레일바이크 타러가자.ㅎㅎ,2021-06-14,0,,"['#충남여행', '#아산세계꽃식물원🐦🌼🍃', '#너무덥다더워', '#꽃사진', '#밤토리찡🐶', '#꽃개🌸🐶', '#너무해맑아', '#레일바이크']"
127,#리그램 - @baekjeculture_ by @get_regrammer백제 夜 마실가자!전통공연과 세계유산 해설을 함께! 👍✔ 2021년 06월 25일부터 11월 5일까지✔ 자세한 일정은 공식 블로그를 확인해주세요!👉 https://blog.naver.com/baekjegreat.* 총 8회 진행!* 각 회별 50명 선착순 진행!* 참가비 무료!(소정의 기념품 증정)* 사전접수를 통해 진행됩니다.본격적인 여름이 시작되면 많은분들이밤 마실을 즐기시러 나오시는데요!이때 밤 마실과 함께 우리나라 국악과부여의 세계유산 해설을 들어보는건 어떨까요? 👍.부여 군민과 관광객자유롭게 참여 가능하니 참고해주세요 😁.📌백제 夜 마실가자 프로그램👉 전통국악공연👉 밤 마실 & 유적 해설.✔ 선착순으로 진행되니 빠른 신청 부탁드립니다✔ 자세한 사항은 공식 블로그를 참고해주세요👉 https://blog.naver.com/baekjegreat.#부여여행 #국내여행 #충남여행 #힐링여행 #여행에미치다 #대한민국구석구석 #백제야마실가자 #세계유산활용프로그램 #전통국악공연 #밤마실유적해설 #부여밤마실 #부여야경 #사비도성가상체험관 #부소산성 #관북리유적 #부여군충남국악단 #백제역사유적지구,2021-06-14,0,,"['#리그램', '#부여여행', '#국내여행', '#충남여행', '#힐링여행', '#여행에미치다', '#대한민국구석구석', '#백제야마실가자', '#세계유산활용프로그램', '#전통국악공연', '#밤마실유적해설', '#부여밤마실', '#부여야경', '#사비도성가상체험관', '#부소산성', '#관북리유적', '#부여군충남국악단', '#백제역사유적지구']"
128,4월에 갔을 땐 추워서 힘들었는데6월에 다시 가본 해수욕장은 따듯하고 시원하다아무래도 속초 다음으로 태안 좋아하는 거 같다 #충남 #충남여행 #안면도 #태안 #태안여행 #태안바다 #꽃지해수욕장 #사진취미 #사진스타그램,2021-06-14,0,꽃지해수욕장 (안면도),"['#충남', '#충남여행', '#안면도', '#태안', '#태안여행', '#태안바다', '#꽃지해수욕장', '#사진취미', '#사진스타그램']"
129,알차게 보낸 주말❤️#충남카페 #바다카페 #카페 #카페스타그램 #크로플 #충남맛집 #충남고깃집 #충남고기 #바다 #충남여행 #데일리 #여행 #카페투어,2021-06-14,0,,"['#충남카페', '#바다카페', '#카페', '#카페스타그램', '#크로플', '#충남맛집', '#충남고깃집', '#충남고기', '#바다', '#충남여행', '#데일리', '#여행', '#카페투어']"
130,"일주일 전부터 계속 날씨 확인했는데 분명 비온다고 되있었단말이쥬..? 출발하는 날 아침까지도 비가 주륵주륵 내려서 긴팔, 긴바지, 집업도 다 챙겼는데 이게모야.. 더워 주글뻔 했자나유!! #날씨가다했다 #비온다며왜안와 #날씨요정의힘 😵‍💫😵‍💫 #은지는여행중_보령",2021-06-14,0,더반힐글램핑,"['#날씨가다했다', '#비온다며왜안와', '#날씨요정의힘', '#은지는여행중_보령']"
131,#유관순열사기념관충남 천안시 동남구 병천면 유관순길 38 유관순열사유적지유관순열사 생가 바로 옆에있다기념관에서 차로 2분 걸어서 15분 정도 거리다날이 선선하면 기념관에서 생가까지 걸어도 좋을 것 같다무명의 독립운동가 분들께 감사했던 시간들이용시간- 하절기(3월~10월) 9:00~18:00  동절기(11월~2월) 9:00~17:00이용요금- 무료아이와 함께하기 좋은 곳👼가족과 함께하기 좋은 곳👨‍👩‍👦‍👦산책하기 좋은 곳👣#충남#충남여행#천안#천안여행#현충일#호국보훈의달#여행#체험#체험여행#일상#일상여행#힐링#힐링여행#산책#걷는여행#제제그램#제제브로여행#가족여행#가족스타그램#형제여행#형제스타그램#시트콤같은일상,2021-06-14,0,,"['#유관순열사기념관충남', '#충남', '#충남여행', '#천안', '#천안여행', '#현충일', '#호국보훈의달', '#여행', '#체험', '#체험여행', '#일상', '#일상여행', '#힐링', '#힐링여행', '#산책', '#걷는여행', '#제제그램', '#제제브로여행', '#가족여행', '#가족스타그램', '#형제여행', '#형제스타그램', '#시트콤같은일상']"
132,둔둔이 생일기념 부여 데이투❣️ 부여에가면 장원막국수를 꼭 먹어주세요. (단호),2021-06-14,0,Buyeo,[]
133,#유관순열사생가충남 천안시 동남구 병천면 유관순생가길 18-1어린이집에서 현충일에 대해 배워온 꼬마가 현충일은 ....... 설명해주길래 바로 다음날 찾아간 곳나라를 지키신 분들을 기억하고 위로하는 날이라고 배웠다고 한다봉화탑까진 못 갔다 아이들이 좀 더 크면 가기로!이용시간- 따로 정해져있지 않지만 동네 입구에 생가와 교회가 있다. (주민들을 배려해서 방문하면 좋을 것 같다👉👈)이용요금- 무료아이와 함께하기 좋은 곳👼가족과 함께하기 좋은 곳👨‍👩‍👦‍👦산책하기 좋은 곳👣#충남#충남여행#천안#천안여행#현충일#호국보훈의달#여행#체험#체험여행#일상#일상여행#힐링#힐링여행#산책#걷는여행#제제그램#제제브로여행#가족여행#가족스타그램#형제여행#형제스타그램#시트콤같은일상,2021-06-14,0,,"['#유관순열사생가충남', '#충남', '#충남여행', '#천안', '#천안여행', '#현충일', '#호국보훈의달', '#여행', '#체험', '#체험여행', '#일상', '#일상여행', '#힐링', '#힐링여행', '#산책', '#걷는여행', '#제제그램', '#제제브로여행', '#가족여행', '#가족스타그램', '#형제여행', '#형제스타그램', '#시트콤같은일상']"
134,"옆동네 청주에 있다는 청량미쩔 '메타세콰이어길'🌿하늘 끝까지 치솟은 듯한 이색 뷰에 순간 해외인줄><피톤치드 흡입하며 초록 산책길 따라 걸으면갬성 촉촉히 적심,,, 힐링 데이트코스로 딱💚초록 인생샷까지 겟겟 @@청주가면 여기-🌿 #청남대메타세콰이어길📍 청주시 상당구 문의면 청남대길 646⏰ 09:00 - 18:00 (입장마감 16:30)🛵 주차장 있음 (요금별도)🗒 요금성인 5000원경로우대 3000원중고생 4000원초등학생 3000원-#청주데이트 #청주가볼만한곳 #청주핫플추천 #청주데이트코스 #청남대핫플 #청주여행지 #청주여행 #청주데이트 #충청도여행 #충청도데이트 #충북여행 #충남여행 #충주근교 #충주고고_근교 #충주고고_데이트",2021-06-14,0,,"['#청남대메타세콰이어길📍', '#청주데이트', '#청주가볼만한곳', '#청주핫플추천', '#청주데이트코스', '#청남대핫플', '#청주여행지', '#청주여행', '#청주데이트', '#충청도여행', '#충청도데이트', '#충북여행', '#충남여행', '#충주근교', '#충주고고_근교', '#충주고고_데이트']"
135,문화생활하깅 🎨🎨더워!!! 🥵😡🤬___#충남여행#홍성여행#이응노의집#이응노미술관#이응노생가#문화생활#더워#미술관#일상#평일#주말#day,2021-06-14,0,고암 이응노 생가 기념관,"['#충남여행', '#홍성여행', '#이응노의집', '#이응노미술관', '#이응노생가', '#문화생활', '#더워', '#미술관', '#일상', '#평일', '#주말', '#day']"
136,-이슬회 수산에 회가 싱싱해요🤟🏻남당항에 오시면 상가옆 해변도로쪽에해수욕 할수 있게 백사장이 잇어요🏖코로나로 위험한 실내 보다 실외에서아이들 물놀이 시키며 회 드시고 힐링 해보셔요★彡임시 해수욕 하시는 곳 이라 아직샤워 시설은 준비 되어 있지 않아요( T_T)...#새우장 #대하장 #생새우 #활새우#새우요리 #캠핑 #캠핑먹거리 #모듬조개 #조개구이 #대하축제 #새우덕후#대하구이 #대하소금구이 #맛집인증 #블루리본서베이 #싱싱해산물 #이슬회수산#꽃게 #전어 #전어회 #가을여행 #🦐#충남여행 #커플여행 #노을맛집 #썬셋#vitz #카페드하리,2021-06-14,0,홍성 남당항,"['#새우장', '#대하장', '#생새우', '#활새우', '#새우요리', '#캠핑', '#캠핑먹거리', '#모듬조개', '#조개구이', '#대하축제', '#새우덕후', '#대하구이', '#대하소금구이', '#맛집인증', '#블루리본서베이', '#싱싱해산물', '#이슬회수산', '#꽃게', '#전어', '#전어회', '#가을여행', '#🦐', '#충남여행', '#커플여행', '#노을맛집', '#썬셋', '#vitz', '#카페드하리']"
137,1000일 기념 여행💜첨으로 가보는 충남 왕복 8시간이였지만 가서 너무 시원하고 음식도 마싯고 재미있게 놀다 온 신두리💙고생했어요 오빠가 사준 원피스덕분에 엄청 오랜만에 꾸며입은 날 ㅎㅎ 마싯는 광어 회 전복 물회 역시 여름에는 물회가 최고지??! 술먹고 해장은 바지락 칼국수 진짜 넘나 마싯엇다... 또 먹고 싶다.. 힐링이엿던 여행 좋은곳으로 데려다 줘서 고마워♡사진 순서는 막 두기~#충청남도 #충남여행 #태안반도 #신두리해안사구 #1000일기념 #여행 #담에또가자❤️ #힐링여행 #노을맛집,2021-06-14,0,신두리해수욕장,"['#충청남도', '#충남여행', '#태안반도', '#신두리해안사구', '#1000일기념', '#여행', '#담에또가자❤️', '#힐링여행', '#노을맛집']"
138,"민영이가 스냅찍어주면서 폰으로 몇장 남겨줬었던 사진들,,,🌿센스쟁이 ㅠㅠㅠㅠㅠ💚폰으로 찍어준 사진들도 마음에 들어서 스냅 미리보기랄까유😖!마지막사진은 열심히 우릴 담아주고사진 확인하는 민영이네••💚🎥🎞#하히커플",2021-06-14,0,Daejeon,['#하히커플']
139,..한때 길 위에서 행복을 느꼈던 사람으로써 누군가를 위해 이런 시간을 마련했다는 것에 기쁨을 느낀다. 이것이 나의 일이라는것에도 감사하다. 앞으로 만들어갈 다양한 프로그램을 통해 내가 길 위에서 느꼈던 희열을 다른이들도 느낄 수 있기를🌿..(마음을 정화하는 1박2일 숲속 백패킹전체 사진은 다음피드에 계속💜) ..#내포문화숲길 - 원효깨달음길 5코스#등산은냉장고바지가최고,2021-06-14,0,,"['#내포문화숲길', '#등산은냉장고바지가최고']"
140,충남 보령에 있다는 건초창고를 개조한 이색 우유카페🤍힐링미 쩌는 탁 트인 야외에 대형우유곽모양 건물이 이색적인데으리으리 커다란 창고카페+실내도 통째로 트여있음!탁 트인 개방감이 완전 취저탱..💕우유로 만든 디저트들이 이렇게 맛나다니 문화충격ㅋㅋ고소한 풍미가 대박적인 우유 아이스크림 ㄹㅇ로 JMT!!야외에는 세젤귀 아기 젖소들이랑 동물칭구들이 놀고 있오><!이색적인 분위기에 찰떡인 포토존도 짱 많아서꿀데이트코스로 딱 좋을듯!@@부릉부릉 달려보쟈.🥛 #보령우유창고📍. 충남 보령시 천북면 하만리 216⏰매일 11:00 - 19:00 ✖연중무휴.#충남카페 #보령카페 #보령이색카페 #충남이색카페 #충남여행 #보령여행,2021-06-14,0,,"['#보령우유창고📍.', '#충남카페', '#보령카페', '#보령이색카페', '#충남이색카페', '#충남여행', '#보령여행']"
141,#청양달빛마켓 이 요즘 무슨 일을 꾸미고 있는지 궁금하시죠~?조만간 오픈합니다😆😆😆올 여름 다시 돌아오는 #달빛마켓 기다리고 계셨던 분들의 마음에 보답하기 위해 엄청난 것을 꾸미고 있으니 기다려주세요😘,2021-06-14,0,청양군,"['#청양달빛마켓', '#달빛마켓']"
142,⠀in agroland⠀⠀Feat.  평다를 위해 얼른 문 닫고 자겠습니다⠀⠀──────────────────⠀Sony α7RⅣ SEL90M28G SEL28F20 SEL057FEC──────────────────⠀⠀#VOAI #DIVEMASTER #DIVEMASTERSCUBA#다이브마스터 #안양스쿠버다이빙#평촌스쿠버다이빙 #안산스쿠버다이빙#스쿠버다이빙 #Scuba #scubadiving #DigitalUnderwaterPhotographer #underwaterphotography #UWphotography#소니 #sony #A7R4 #월간RX #SEL28F20 #SEL057FEC #서해여행 #충남여행 #예산여행 #여행에미치다 #대한민국구석구석 #아그로랜드 #아그로랜드태신목장,2021-06-14,0,"Anyang City, Korea","['#VOAI', '#DIVEMASTER', '#DIVEMASTERSCUBA', '#다이브마스터', '#안양스쿠버다이빙', '#평촌스쿠버다이빙', '#안산스쿠버다이빙', '#스쿠버다이빙', '#Scuba', '#scubadiving', '#DigitalUnderwaterPhotographer', '#underwaterphotography', '#UWphotography', '#소니', '#sony', '#A7R4', '#월간RX', '#SEL28F20', '#SEL057FEC', '#서해여행', '#충남여행', '#예산여행', '#여행에미치다', '#대한민국구석구석', '#아그로랜드', '#아그로랜드태신목장']"
143,"바구니 안에는 무엇이 들어있을까요~?#어슬티굿밤 에서 준비한 간식 바구니 입니다👍👍👍대표님의 손맛으로 직접 만드신 강정과 타르트, 쿠키, 바크초콜릿까지 맛도 마음도 든든해지는 간식세트 입니다🤗매일 매일 무엇을 해낼 지 연구하시는 모습이 너무 멋집니다👍",2021-06-14,0,청양군,['#어슬티굿밤']
144,#일상 #여행 #충남여행 #부여 #미암사와불상 #미암사세계최대와불상 #미암사쌀바위 #미암사 #참살이오리전문점,2021-06-14,0,,"['#일상', '#여행', '#충남여행', '#부여', '#미암사와불상', '#미암사세계최대와불상', '#미암사쌀바위', '#미암사', '#참살이오리전문점']"
145,"#구아바일보 #천안카페 기분 좋은 바람 가득했던 교토리🌿5월에 인천에서 2주동안 지내면서천안에 하루 다녀왔는데, 그 기록을 이제서야 꺼내보네요🥺열린 창문으로 기분 좋은 바람이 들어오고숲 속에 있는 별장에 놀러온 기분이 들어서편안하게 시간 보내다 온 기억이 나네요☺️월요일입니다. 이번 주도 다들 힘내보자구요🔥#구아바의후지일보",2021-06-14,0,교토리,"['#구아바일보', '#천안카페', '#구아바의후지일보']"
146,동생네와 충남 공주에서 급 접선ㅋㅋ 조카와 첫 여행~^^ 고모라고 부르기만 하는 사랑스러운 나은이♡  고모한테 좀 오렴ㅋㅋ  #조카와친해지기 #공주 #박찬호기념관 #공주산성 #한우불고기 #한우육회 #충남여행 #공주깨끗해서너무좋아,2021-06-14,0,,"['#조카와친해지기', '#공주', '#박찬호기념관', '#공주산성', '#한우불고기', '#한우육회', '#충남여행', '#공주깨끗해서너무좋아']"
147,☁️파란 하늘과 파란 꽃이너무 조화로웠던 곳 💙⠀📍아그로랜드 태신목장-충남 예산군 고덕면 상몽2길 231-작년 6월에 촬영하였습니다🚙,2021-06-14,0,아그로랜드 태신목장,[]
148,"HAZZYS  매장에서 편하게 만져보고 입어보고 체험하기👀👉🏻 LF몰에서 전국 가장저렴한 가격으로 구매하기🙌🏻 👉🏻"" LFmall 스토어 서산헤지스점"" 매장픽업 클릭하기😍💜LFmall 스토어 서산헤지스점 💜📍충정남도 서산시 중앙로 76카카오톡체널 : LF몰스토어 서산헤지스점 ☎️ : 041.664.7020#HAZZYS #살랑살랑 #봄내음 #서산헤지스 #충남여행 #가방추천 #가방 # 숄더백 #미니백 #신상품 #신상컬렉션 #시그니쳐 #서산여행 #서산옷가게 #서산가볼만한곳 #서산점 #충남여행 #LF몰스토어서산헤지스점 #온라인쇼핑 #오프라인매장 #매장에서편하게 #온라인에서싸게 #집에서빠르게 #혜택을_놓치지마세요 #카카오톡채널추가 #LF몰스토어서산헤지스점",2021-06-14,0,,"['#HAZZYS', '#살랑살랑', '#봄내음', '#서산헤지스', '#충남여행', '#가방추천', '#가방', '#미니백', '#신상품', '#신상컬렉션', '#시그니쳐', '#서산여행', '#서산옷가게', '#서산가볼만한곳', '#서산점', '#충남여행', '#LF몰스토어서산헤지스점', '#온라인쇼핑', '#오프라인매장', '#매장에서편하게', '#온라인에서싸게', '#집에서빠르게', '#혜택을_놓치지마세요', '#카카오톡채널추가', '#LF몰스토어서산헤지스점']"
149,유럽의 어느 작은 마을 강가 풍경같은 청양의 평화로운 모습-🦆#청양여행 #청양일기,2021-06-14,0,청양군,"['#청양여행', '#청양일기']"
150,.쭉쭉 뻗은 힐링 스팟💚충남 대나무숲 4@쏴아아~~ 대숲 뷰에 취한다~!🍶⠀#충남어디까지가봤니 #충남여행 #충청남도 #국내여행#홍성 #당진 #보령 #죽도 #거북이마을 #대숲바람길#청천호둘레길 #데이트코스 #데이트추천 #소통 #좋아요,2021-06-14,0,,"['#충남어디까지가봤니', '#충남여행', '#충청남도', '#국내여행', '#홍성', '#당진', '#보령', '#죽도', '#거북이마을', '#대숲바람길', '#청천호둘레길', '#데이트코스', '#데이트추천', '#소통', '#좋아요']"
151,"⠀붉은 양귀비꽃과 파란 하늘, 초록 숲여름 옷으로 갈아입은 미르섬🌳⠀🏠 충남 공주시 금벽로 368⠀#공주스타그램 당선작📸@alfud8833 님..#공주 #미르섬 #금강신관공원 #공주여행코스 #여행스타그램 #공주가볼만한곳 #공주데이트 #언택트여행지 #충남여행 #사진스타그램",2021-06-14,0,,"['#공주스타그램', '#공주', '#미르섬', '#금강신관공원', '#공주여행코스', '#여행스타그램', '#공주가볼만한곳', '#공주데이트', '#언택트여행지', '#충남여행', '#사진스타그램']"
152,제1회 금산 삼계탕 축제가 7월 10일부터 11일까지 2일간 개최됩니다. 🎉🥳이번 축제의 여름프로그램 일환으로 진행되는‘우리가족 삼(蔘)캉스’ 참가팀을 아래와 같이 모집하오니 많은 관심 부탁드립니다.※ 자세한 사항은 금산축제관광재단 홈페이지를 참고하세요.(금산축제관광재단->금산삼계탕축제->공지사항) .-접수마감-  성원에 감사드립니다. 금산 삼계탕 축제 많은 관심과 사랑 부탁드려요!!!.#금산 #금산_삼계탕축제 #삼계탕축제 #삼계탕 #축제#우리가족삼캉스 #휴캉스 #대신 #특별한 #삼캉스#충청도여행 #충남여행 #충남금산 #주말나들이 #여름,2021-06-14,0,,"['#금산', '#금산_삼계탕축제', '#삼계탕축제', '#삼계탕', '#축제', '#우리가족삼캉스', '#휴캉스', '#대신', '#특별한', '#삼캉스', '#충청도여행', '#충남여행', '#충남금산', '#주말나들이', '#여름']"
153,즐거운 월요일 부터 롤러장 단체 대관이용#카트장 #롤러와유 #가보자 #공주 #공주가볼만한곳 #졸잼 #꿀잼 #공주대 #신관동 #대전근교 #롤러스케이트장 #키즈카페 #먹거리#여사친 #남사친 #절친 #즐겁다 #인생샷 #너랑나랑 #충남여행 #충남 #꼭가봐야할곳#강습 #배우기 #신나 #손잡기 #같이 #기차 #남여 #아이와가볼만한곳,2021-06-14,0,,"['#카트장', '#롤러와유', '#가보자', '#공주', '#공주가볼만한곳', '#졸잼', '#꿀잼', '#공주대', '#신관동', '#대전근교', '#롤러스케이트장', '#키즈카페', '#먹거리', '#여사친', '#남사친', '#절친', '#즐겁다', '#인생샷', '#너랑나랑', '#충남여행', '#충남', '#꼭가봐야할곳', '#강습', '#배우기', '#신나', '#손잡기', '#같이', '#기차', '#남여', '#아이와가볼만한곳']"
154,산책 데이트 코스 만점,2021-06-14,0,칠백의총,[]
155,백제 夜 마실가자!전통공연과 세계유산 해설을 함께! 👍✔ 2021년 06월 25일부터 11월 5일까지✔ 자세한 일정은 공식 블로그를 확인해주세요!👉 https://blog.naver.com/baekjegreat.* 총 8회 진행!* 각 회별 50명 선착순 진행!* 참가비 무료!(소정의 기념품 증정)* 사전접수를 통해 진행됩니다.본격적인 여름이 시작되면 많은분들이밤 마실을 즐기시러 나오시는데요!이때 밤 마실과 함께 우리나라 국악과부여의 세계유산 해설을 들어보는건 어떨까요? 👍.부여 군민과 관광객자유롭게 참여 가능하니 참고해주세요 😁.📌백제 夜 마실가자 프로그램👉 전통국악공연👉 밤 마실 & 유적 해설.✔ 선착순으로 진행되니 빠른 신청 부탁드립니다✔ 자세한 사항은 공식 블로그를 참고해주세요👉 https://blog.naver.com/baekjegreat.#부여여행 #국내여행 #충남여행 #힐링여행 #여행에미치다 #대한민국구석구석 #백제야마실가자 #세계유산활용프로그램 #전통국악공연 #밤마실유적해설 #부여밤마실 #부여야경 #사비도성가상체험관 #부소산성 #관북리유적 #부여군충남국악단 #백제역사유적지구,2021-06-14,0,"백제역사유적지구, 부여로 놀러오세요","['#부여여행', '#국내여행', '#충남여행', '#힐링여행', '#여행에미치다', '#대한민국구석구석', '#백제야마실가자', '#세계유산활용프로그램', '#전통국악공연', '#밤마실유적해설', '#부여밤마실', '#부여야경', '#사비도성가상체험관', '#부소산성', '#관북리유적', '#부여군충남국악단', '#백제역사유적지구']"
156,#미지와의조우 태안 달산포 갑자기 해무가..밀려와 해변을 덮는다.#해무 #달산포해수욕장 #태안여행 #여행스타그램 #태안가볼만한곳 #충남가볼만한곳 #충남여행 #동죽 #조개 #캐논이미지스토밍,2021-06-14,0,,"['#미지와의조우', '#해무', '#달산포해수욕장', '#태안여행', '#여행스타그램', '#태안가볼만한곳', '#충남가볼만한곳', '#충남여행', '#동죽', '#조개', '#캐논이미지스토밍']"
157,"#제로플레이스 지난 주말에 다녀온 충남 서산 여행 실내 인테리어, 소품, 방향제까지 모든게 완벽했던 펜션🤍호수 보면서 고기 구워먹고, 선선한 날씨 흔들침대에 누워서 5분 꿀잠, 사장님의 선곡 arco노래까지 제대로 힐링하고 왔다☺️☺️ 가족들이랑 다시 한 번 와야징#국내여행 #충남여행 #서산여행 #서산카페 #감성펜션 #펜션추천 #여행스타그램 #여미_서산 #travel #zeroplace",2021-06-14,0,제로플레이스(zeroplace),"['#제로플레이스', '#국내여행', '#충남여행', '#서산여행', '#서산카페', '#감성펜션', '#펜션추천', '#여행스타그램', '#여미_서산', '#travel', '#zeroplace']"
158,더운날씨에 상콤하고 시원한 자몽에이드 ♡,2021-06-14,0,슬로우스테어,[]
159,🌿🌲🍃,2021-06-14,0,희리산 자연휴양림,[]
160,"오마낫,,뭐야 저거,,커피 못마신지 백년만년 된듯🥺커피먹는 척,,사과착즙쥬스에 쿠키라도 올리자",2021-06-14,0,,[]
161,1💚💚💚일 기념 피크닉 성공적!,2021-06-14,0,"Cheonan, Korea",[]
162,공주대 평생교육원 디자인수업 🧡또각 또각 귀여운 낙타 🐪 🐪 🐫,2021-06-14,0,공주대학교 Kongju National University,[]
163,⠀무더웠던 주말⠀아그로랜드 수레국화⠀⠀#아이와가볼만한곳 #아그로랜드태신목장,2021-06-14,0,예산,"['#아이와가볼만한곳', '#아그로랜드태신목장']"
164,뜰에 가득 핀 장미따라 활짝 웃음짓는 손님들 모습 🥰🌹,2021-06-14,0,님과함께 펜션,[]
165,-오늘 쇼룸은7시까지 열려있어요 ˃̶͈̑◡˂̶͈̑ :구매 및 문의는인스타그램 DM 또는카카오채널 릴리아를이용해주세요ෆ,2021-06-14,0,,[]
166,⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀댕댕이가 좋아하는 멍시리얼🐶(고구마로 만들었어요!)#함께즐겨요#애견동반가능#애견동반카페#카페#내포카페#홍성카페#충남카페#카페스타그램#내포#홍성#일상#소통#충남여행#카페추천#카페투어#맞팔,2021-06-14,0,,"['#함께즐겨요', '#애견동반가능', '#애견동반카페', '#카페', '#내포카페', '#홍성카페', '#충남카페', '#카페스타그램', '#내포', '#홍성', '#일상', '#소통', '#충남여행', '#카페추천', '#카페투어', '#맞팔']"
